Freq.	V(2)
Step Information: C=10n  (Run: 2/2)
2.00000000000000e+001	(-2.15836365416200e+001dB,-1.31999940168315e-001°)
2.04658598456151e+001	(-2.15836370892848e+001dB,-1.35074610870257e-001°)
2.09425709610180e+001	(-2.15836376627601e+001dB,-1.38220899646759e-001°)
2.14303861047521e+001	(-2.15836382632626e+001dB,-1.41440474682320e-001°)
2.19295639228637e+001	(-2.15836388920657e+001dB,-1.44735043017392e-001°)
2.24403690860393e+001	(-2.15836395505035e+001dB,-1.48106351453376e-001°)
2.29630724299377e+001	(-2.15836402399723e+001dB,-1.51556187478693e-001°)
2.34979510987906e+001	(-2.15836409619348e+001dB,-1.55086380216418e-001°)
2.40452886923483e+001	(-2.15836417179222e+001dB,-1.58698801393986e-001°)
2.46053754162476e+001	(-2.15836425095382e+001dB,-1.62395366335472e-001°)
2.51785082358833e+001	(-2.15836433384618e+001dB,-1.66178034976983e-001°)
2.57649910338627e+001	(-2.15836442064513e+001dB,-1.70048812905691e-001°)
2.63651347711281e+001	(-2.15836451153478e+001dB,-1.74009752423060e-001°)
2.69792576518331e+001	(-2.15836460670791e+001dB,-1.78062953632829e-001°)
2.76076852920577e+001	(-2.15836470636640e+001dB,-1.82210565554335e-001°)
2.82507508924551e+001	(-2.15836481072164e+001dB,-1.86454787261746e-001°)
2.89087954149185e+001	(-2.15836491999498e+001dB,-1.90797869049829e-001°)
2.95821677633641e+001	(-2.15836503441820e+001dB,-1.95242113626860e-001°)
3.02712249687242e+001	(-2.15836515423400e+001dB,-1.99789877335305e-001°)
3.09763323782496e+001	(-2.15836527969652e+001dB,-2.04443571400922e-001°)
3.16978638492223e+001	(-2.15836541107189e+001dB,-2.09205663210943e-001°)
3.24362019471786e+001	(-2.15836554863878e+001dB,-2.14078677622016e-001°)
3.31917381487512e+001	(-2.15836569268896e+001dB,-2.19065198298597e-001°)
3.39648730492349e+001	(-2.15836584352799e+001dB,-2.24167869082495e-001°)
3.47560165749875e+001	(-2.15836600147582e+001dB,-2.29389395394306e-001°)
3.55655882007784e+001	(-2.15836616686747e+001dB,-2.34732545667461e-001°)
3.63940171721997e+001	(-2.15836634005376e+001dB,-2.40200152815667e-001°)
3.72417427332573e+001	(-2.15836652140202e+001dB,-2.45795115734497e-001°)
3.81092143592649e+001	(-2.15836671129692e+001dB,-2.51520400837939e-001°)
3.89968919951609e+001	(-2.15836691014125e+001dB,-2.57379043630701e-001°)
3.99052462993776e+001	(-2.15836711835677e+001dB,-2.63374150317118e-001°)
4.08347588933906e+001	(-2.15836733638513e+001dB,-2.69508899447507e-001°)
4.17859226170808e+001	(-2.15836756468879e+001dB,-2.75786543602827e-001°)
4.27592417900446e+001	(-2.15836780375200e+001dB,-2.82210411118557e-001°)
4.37552324789910e+001	(-2.15836805408184e+001dB,-2.88783907848684e-001°)
4.47744227713668e+001	(-2.15836831620929e+001dB,-2.95510518970742e-001°)
4.58173530553554e+001	(-2.15836859069033e+001dB,-3.02393810832850e-001°)
4.68845763063984e+001	(-2.15836887810717e+001dB,-3.09437432843734e-001°)
4.79766583803898e+001	(-2.15836917906945e+001dB,-3.16645119406714e-001°)
4.90941783137006e+001	(-2.15836949421552e+001dB,-3.24020691898697e-001°)
5.02377286301916e+001	(-2.15836982421384e+001dB,-3.31568060695201e-001°)
5.14079156553772e+001	(-2.15837016976437e+001dB,-3.39291227242494e-001°)
5.26053598379076e+001	(-2.15837053160004e+001dB,-3.47194286177930e-001°)
5.38306960785383e+001	(-2.15837091048833e+001dB,-3.55281427499607e-001°)
5.50845740667633e+001	(-2.15837130723290e+001dB,-3.63556938786489e-001°)
5.63676586252890e+001	(-2.15837172267526e+001dB,-3.72025207470158e-001°)
5.76806300625321e+001	(-2.15837215769659e+001dB,-3.80690723159397e-001°)
5.90241845333277e+001	(-2.15837261321961e+001dB,-3.89558080018836e-001°)
6.03990344080403e+001	(-2.15837309021050e+001dB,-3.98631979202888e-001°)
6.18059086502718e+001	(-2.15837358968099e+001dB,-4.07917231346294e-001°)
6.32455532033675e+001	(-2.15837411269048e+001dB,-4.17418759112551e-001°)
6.47187313859256e+001	(-2.15837466034830e+001dB,-4.27141599801590e-001°)
6.62262242965182e+001	(-2.15837523381605e+001dB,-4.37090908018060e-001°)
6.77688312278404e+001	(-2.15837583431009e+001dB,-4.47271958401626e-001°)
6.93473700905062e+001	(-2.15837646310408e+001dB,-4.57690148420717e-001°)
7.09626778467150e+001	(-2.15837712153172e+001dB,-4.68351001231190e-001°)
7.26156109540202e+001	(-2.15837781098954e+001dB,-4.79260168601404e-001°)
7.43070458194344e+001	(-2.15837853293990e+001dB,-4.90423433905256e-001°)
7.60378792641121e+001	(-2.15837928891407e+001dB,-5.01846715184725e-001°)
7.78090289988560e+001	(-2.15838008051548e+001dB,-5.13536068283553e-001°)
7.96214341106993e+001	(-2.15838090942312e+001dB,-5.25497690053684e-001°)
8.14760555608224e+001	(-2.15838177739509e+001dB,-5.37737921636159e-001°)
8.33738766940670e+001	(-2.15838268627236e+001dB,-5.50263251818167e-001°)
8.53159037603184e+001	(-2.15838363798265e+001dB,-5.63080320468020e-001°)
8.73031664480331e+001	(-2.15838463454450e+001dB,-5.76195922049836e-001°)
8.93367184301925e+001	(-2.15838567807160e+001dB,-5.89617009219781e-001°)
9.14176379229749e+001	(-2.15838677077723e+001dB,-6.03350696505728e-001°)
9.35470282574395e+001	(-2.15838791497898e+001dB,-6.17404264072268e-001°)
9.57260184645275e+001	(-2.15838911310362e+001dB,-6.31785161573026e-001°)
9.79557638736891e+001	(-2.15839036769230e+001dB,-6.46501012092291e-001°)
1.00237446725454e+002	(-2.15839168140592e+001dB,-6.61559616178005e-001°)
1.02572276798273e+002	(-2.15839305703076e+001dB,-6.76968955968220e-001°)
1.04961492049954e+002	(-2.15839449748439e+001dB,-6.92737199413149e-001°)
1.07406359274050e+002	(-2.15839600582187e+001dB,-7.08872704595015e-001°)
1.09908174771525e+002	(-2.15839758524220e+001dB,-7.25384024147926e-001°)
1.12468265038070e+002	(-2.15839923909514e+001dB,-7.42279909780068e-001°)
1.15087987467431e+002	(-2.15840097088828e+001dB,-7.59569316900561e-001°)
1.17768731071118e+002	(-2.15840278429450e+001dB,-7.77261409353352e-001°)
1.20511917214871e+002	(-2.15840468315973e+001dB,-7.95365564260600e-001°)
1.23319000372296e+002	(-2.15840667151113e+001dB,-8.13891376978036e-001°)
1.26191468896038e+002	(-2.15840875356561e+001dB,-8.32848666164868e-001°)
1.29130845806931e+002	(-2.15841093373876e+001dB,-8.52247478970795e-001°)
1.32138689601519e+002	(-2.15841321665426e+001dB,-8.72098096342839e-001°)
1.35216595078396e+002	(-2.15841560715361e+001dB,-8.92411038454672e-001°)
1.38366194183787e+002	(-2.15841811030644e+001dB,-9.13197070261236e-001°)
1.41589156876827e+002	(-2.15842073142124e+001dB,-9.34467207181474e-001°)
1.44887192014998e+002	(-2.15842347605663e+001dB,-9.56232720912085e-001°)
1.48262048260183e+002	(-2.15842635003310e+001dB,-9.78505145375237e-001°)
1.51715515005836e+002	(-2.15842935944539e+001dB,-1.00129628280327e+000°)
1.55249423325738e+002	(-2.15843251067537e+001dB,-1.02461820996347e+000°)
1.58865646944856e+002	(-2.15843581040559e+001dB,-1.04848328452602e+000°)
1.62566103232819e+002	(-2.15843926563343e+001dB,-1.07290415157842e+000°)
1.66352754220534e+002	(-2.15844288368594e+001dB,-1.09789375028954e+000°)
1.70227607640475e+002	(-2.15844667223532e+001dB,-1.12346532072673e+000°)
1.74192717991216e+002	(-2.15845063931526e+001dB,-1.14963241082942e+000°)
1.78250187626749e+002	(-2.15845479333785e+001dB,-1.17640888354247e+000°)
1.82402167871181e+002	(-2.15845914311152e+001dB,-1.20380892411322e+000°)
1.86650860159398e+002	(-2.15846369785960e+001dB,-1.23184704755535e+000°)
1.90998517204287e+002	(-2.15846846723991e+001dB,-1.26053810628374e+000°)
1.95447444191162e+002	(-2.15847346136520e+001dB,-1.28989729792364e+000°)
1.99999999999999e+002	(-2.15847869082460e+001dB,-1.31994017329834e+000°)
2.04658598456150e+002	(-2.15848416670598e+001dB,-1.35068264459896e+000°)
2.09425709610179e+002	(-2.15848990061949e+001dB,-1.38214099374052e+000°)
2.14303861047521e+002	(-2.15849590472214e+001dB,-1.41433188090826e+000°)
2.19295639228636e+002	(-2.15850219174350e+001dB,-1.44727235329834e+000°)
2.24403690860392e+002	(-2.15850877501268e+001dB,-1.48097985405704e+000°)
2.29630724299376e+002	(-2.15851566848657e+001dB,-1.51547223142293e+000°)
2.34979510987905e+002	(-2.15852288677933e+001dB,-1.55076774807610e+000°)
2.40452886923482e+002	(-2.15853044519336e+001dB,-1.58688509069902e+000°)
2.46053754162476e+002	(-2.15853835975169e+001dB,-1.62384337975349e+000°)
2.51785082358833e+002	(-2.15854664723185e+001dB,-1.66166217947823e+000°)
2.57649910338626e+002	(-2.15855532520141e+001dB,-1.70036150811169e+000°)
2.63651347711281e+002	(-2.15856441205514e+001dB,-1.73996184834492e+000°)
2.69792576518330e+002	(-2.15857392705388e+001dB,-1.78048415800911e+000°)
2.76076852920576e+002	(-2.15858389036536e+001dB,-1.82194988100275e+000°)
2.82507508924550e+002	(-2.15859432310676e+001dB,-1.86438095846338e+000°)
2.89087954149185e+002	(-2.15860524738945e+001dB,-1.90779984018867e+000°)
2.95821677633641e+002	(-2.15861668636568e+001dB,-1.95222949631220e+000°)
3.02712249687241e+002	(-2.15862866427754e+001dB,-1.99769342923880e+000°)
3.09763323782495e+002	(-2.15864120650821e+001dB,-2.04421568584468e+000°)
3.16978638492222e+002	(-2.15865433963558e+001dB,-2.09182086994772e+000°)
3.24362019471785e+002	(-2.15866809148843e+001dB,-2.14053415505297e+000°)
3.31917381487511e+002	(-2.15868249120520e+001dB,-2.19038129737885e+000°)
3.39648730492348e+002	(-2.15869756929554e+001dB,-2.24138864916944e+000°)
3.47560165749874e+002	(-2.15871335770474e+001dB,-2.29358317229815e+000°)
3.55655882007783e+002	(-2.15872988988115e+001dB,-2.34699245216840e+000°)
3.63940171721995e+002	(-2.15874720084683e+001dB,-2.40164471191668e+000°)
3.72417427332572e+002	(-2.15876532727140e+001dB,-2.45756882692356e+000°)
3.81092143592648e+002	(-2.15878430754944e+001dB,-2.51479433963824e+000°)
3.89968919951608e+002	(-2.15880418188146e+001dB,-2.57335147472211e+000°)
3.99052462993775e+002	(-2.15882499235867e+001dB,-2.63327115451692e+000°)
4.08347588933904e+002	(-2.15884678305171e+001dB,-2.69458501484319e+000°)
4.17859226170806e+002	(-2.15886960010353e+001dB,-2.75732542113423e+000°)
4.27592417900445e+002	(-2.15889349182661e+001dB,-2.82152548491154e+000°)
4.37552324789909e+002	(-2.15891850880469e+001dB,-2.88721908060687e+000°)
4.47744227713666e+002	(-2.15894470399929e+001dB,-2.95444086273650e+000°)
4.58173530553553e+002	(-2.15897213286118e+001dB,-3.02322628343305e+000°)
4.68845763063983e+002	(-2.15900085344703e+001dB,-3.09361161034029e+000°)
4.79766583803896e+002	(-2.15903092654152e+001dB,-3.16563394487592e+000°)
4.90941783137004e+002	(-2.15906241578511e+001dB,-3.23933124086769e+000°)
5.02377286301914e+002	(-2.15909538780779e+001dB,-3.31474232356770e+000°)
5.14079156553771e+002	(-2.15912991236903e+001dB,-3.39190690904977e+000°)
5.26053598379074e+002	(-2.15916606250422e+001dB,-3.47086562399457e+000°)
5.38306960785381e+002	(-2.15920391467794e+001dB,-3.55166002586702e+000°)
5.50845740667631e+002	(-2.15924354894435e+001dB,-3.63433262349013e+000°)
5.63676586252888e+002	(-2.15928504911498e+001dB,-3.71892689801955e+000°)
5.76806300625319e+002	(-2.15932850293434e+001dB,-3.80548732432227e+000°)
5.90241845333275e+002	(-2.15937400226364e+001dB,-3.89405939276322e+000°)
6.03990344080401e+002	(-2.15942164327299e+001dB,-3.98468963140274e+000°)
6.18059086502716e+002	(-2.15947152664258e+001dB,-4.07742562860768e+000°)
6.32455532033673e+002	(-2.15952375777303e+001dB,-4.17231605607855e+000°)
6.47187313859254e+002	(-2.15957844700549e+001dB,-4.26941069229445e+000°)
6.62262242965179e+002	(-2.15963570985198e+001dB,-4.36876044637736e+000°)
6.77688312278402e+002	(-2.15969566723618e+001dB,-4.47041738237637e+000°)
6.93473700905060e+002	(-2.15975844574542e+001dB,-4.57443474397235e+000°)
7.09626778467148e+002	(-2.15982417789417e+001dB,-4.68086697960233e+000°)
7.26156109540200e+002	(-2.15989300239970e+001dB,-4.78976976800268e+000°)
7.43070458194342e+002	(-2.15996506447030e+001dB,-4.90120004416900e+000°)
7.60378792641119e+002	(-2.16004051610673e+001dB,-5.01521602572996e+000°)
7.78090289988558e+002	(-2.16011951641745e+001dB,-5.13187723973132e+000°)
7.96214341106991e+002	(-2.16020223194824e+001dB,-5.25124454982548e+000°)
8.14760555608222e+002	(-2.16028883702679e+001dB,-5.37338018386059e+000°)
8.33738766940667e+002	(-2.16037951412305e+001dB,-5.49834776186227e+000°)
8.53159037603181e+002	(-2.16047445422588e+001dB,-5.62621232439956e+000°)
8.73031664480328e+002	(-2.16057385723682e+001dB,-5.75704036132550e+000°)
8.93367184301922e+002	(-2.16067793238165e+001dB,-5.89089984088097e+000°)
9.14176379229746e+002	(-2.16078689864050e+001dB,-6.02786023914900e+000°)
9.35470282574392e+002	(-2.16090098519747e+001dB,-6.16799256984507e+000°)
9.57260184645272e+002	(-2.16102043191032e+001dB,-6.31136941442671e+000°)
9.79557638736888e+002	(-2.16114548980133e+001dB,-6.45806495250407e+000°)
1.00237446725454e+003	(-2.16127642157008e+001dB,-6.60815499253063e+000°)
1.02572276798272e+003	(-2.16141350212913e+001dB,-6.76171700275103e+000°)
1.04961492049954e+003	(-2.16155701916359e+001dB,-6.91883014238052e+000°)
1.07406359274050e+003	(-2.16170727371547e+001dB,-7.07957529298750e+000°)
1.09908174771524e+003	(-2.16186458079394e+001dB,-7.24403509004819e+000°)
1.12468265038069e+003	(-2.16202927001253e+001dB,-7.41229395463895e+000°)
1.15087987467431e+003	(-2.16220168625427e+001dB,-7.58443812522858e+000°)
1.17768731071117e+003	(-2.16238219036612e+001dB,-7.76055568952931e+000°)
1.20511917214871e+003	(-2.16257115988362e+001dB,-7.94073661636147e+000°)
1.23319000372296e+003	(-2.16276898978709e+001dB,-8.12507278748243e+000°)
1.26191468896038e+003	(-2.16297609329066e+001dB,-8.31365802932654e+000°)
1.29130845806930e+003	(-2.16319290266524e+001dB,-8.50658814459737e+000°)
1.32138689601518e+003	(-2.16341987009691e+001dB,-8.70396094364940e+000°)
1.35216595078396e+003	(-2.16365746858201e+001dB,-8.90587627559026e+000°)
1.38366194183787e+003	(-2.16390619286026e+001dB,-9.11243605902943e+000°)
1.41589156876827e+003	(-2.16416656038740e+001dB,-9.32374431239296e+000°)
1.44887192014997e+003	(-2.16443911234874e+001dB,-9.53990718371756e+000°)
1.48262048260183e+003	(-2.16472441471511e+001dB,-9.76103297983037e+000°)
1.51715515005836e+003	(-2.16502305934272e+001dB,-9.98723219481367e+000°)
1.55249423325738e+003	(-2.16533566511842e+001dB,-1.02186175376459e+001°)
1.58865646944855e+003	(-2.16566287915196e+001dB,-1.04553039589021e+001°)
1.62566103232819e+003	(-2.16600537801676e+001dB,-1.06974086763887e+001°)
1.66352754220533e+003	(-2.16636386904079e+001dB,-1.09450511995778e+001°)
1.70227607640474e+003	(-2.16673909164922e+001dB,-1.11983533526967e+001°)
1.74192717991215e+003	(-2.16713181876029e+001dB,-1.14574392963179e+001°)
1.78250187626748e+003	(-2.16754285823617e+001dB,-1.17224355472847e+001°)
1.82402167871181e+003	(-2.16797305439031e+001dB,-1.19934709967952e+001°)
1.86650860159397e+003	(-2.16842328955281e+001dB,-1.22706769264562e+001°)
1.90998517204286e+003	(-2.16889448569557e+001dB,-1.25541870221045e+001°)
1.95447444191161e+003	(-2.16938760611846e+001dB,-1.28441373851830e+001°)
1.99999999999999e+003	(-2.16990365719834e+001dB,-1.31406665414401e+001°)
2.04658598456150e+003	(-2.17044369020204e+001dB,-1.34439154467118e+001°)
2.09425709610179e+003	(-2.17100880316495e+001dB,-1.37540274895261e+001°)
2.14303861047520e+003	(-2.17160014283635e+001dB,-1.40711484902561e+001°)
2.19295639228636e+003	(-2.17221890669278e+001dB,-1.43954266965305e+001°)
2.24403690860391e+003	(-2.17286634502057e+001dB,-1.47270127745929e+001°)
2.29630724299375e+003	(-2.17354376306837e+001dB,-1.50660597962846e+001°)
2.34979510987905e+003	(-2.17425252327078e+001dB,-1.54127232213041e+001°)
2.40452886923481e+003	(-2.17499404754350e+001dB,-1.57671608743819e+001°)
2.46053754162475e+003	(-2.17576981965060e+001dB,-1.61295329169844e+001°)
2.51785082358832e+003	(-2.17658138764426e+001dB,-1.65000018131441e+001°)
2.57649910338625e+003	(-2.17743036637682e+001dB,-1.68787322889919e+001°)
2.63651347711280e+003	(-2.17831844008516e+001dB,-1.72658912855429e+001°)
2.69792576518329e+003	(-2.17924736504664e+001dB,-1.76616479042716e+001°)
2.76076852920575e+003	(-2.18021897230587e+001dB,-1.80661733449841e+001°)
2.82507508924549e+003	(-2.18123517047112e+001dB,-1.84796408354784e+001°)
2.89087954149184e+003	(-2.18229794857860e+001dB,-1.89022255524579e+001°)
2.95821677633640e+003	(-2.18340937902260e+001dB,-1.93341045331439e+001°)
3.02712249687240e+003	(-2.18457162054893e+001dB,-1.97754565770117e+001°)
3.09763323782494e+003	(-2.18578692130853e+001dB,-2.02264621370503e+001°)
3.16978638492221e+003	(-2.18705762196751e+001dB,-2.06873031999316e+001°)
3.24362019471784e+003	(-2.18838615886935e+001dB,-2.11581631544491e+001°)
3.31917381487510e+003	(-2.18977506724418e+001dB,-2.16392266475731e+001°)
3.39648730492347e+003	(-2.19122698445948e+001dB,-2.21306794274503e+001°)
3.47560165749873e+003	(-2.19274465330541e+001dB,-2.26327081726624e+001°)
3.55655882007782e+003	(-2.19433092530760e+001dB,-2.31455003070443e+001°)
3.63940171721994e+003	(-2.19598876405888e+001dB,-2.36692437993553e+001°)
3.72417427332571e+003	(-2.19772124856061e+001dB,-2.42041269470870e+001°)
3.81092143592647e+003	(-2.19953157656331e+001dB,-2.47503381436925e+001°)
3.89968919951606e+003	(-2.20142306789504e+001dB,-2.53080656285183e+001°)
3.99052462993773e+003	(-2.20339916776479e+001dB,-2.58774972187298e+001°)
4.08347588933903e+003	(-2.20546345002709e+001dB,-2.64588200225301e+001°)
4.17859226170805e+003	(-2.20761962039251e+001dB,-2.70522201329900e+001°)
4.27592417900444e+003	(-2.20987151956763e+001dB,-2.76578823018298e+001°)
4.37552324789908e+003	(-2.21222312630629e+001dB,-2.82759895925259e+001°)
4.47744227713665e+003	(-2.21467856035291e+001dB,-2.89067230121518e+001°)
4.58173530553552e+003	(-2.21724208525681e+001dB,-2.95502611214131e+001°)
4.68845763063981e+003	(-2.21991811103508e+001dB,-3.02067796223924e+001°)
4.79766583803895e+003	(-2.22271119666008e+001dB,-3.08764509235869e+001°)
4.90941783137003e+003	(-2.22562605234576e+001dB,-3.15594436819024e+001°)
5.02377286301913e+003	(-2.22866754160587e+001dB,-3.22559223213558e+001°)
5.14079156553769e+003	(-2.23184068305510e+001dB,-3.29660465283425e+001°)
5.26053598379073e+003	(-2.23515065192305e+001dB,-3.36899707234426e+001°)
5.38306960785379e+003	(-2.23860278124910e+001dB,-3.44278435098696e+001°)
5.50845740667629e+003	(-2.24220256272523e+001dB,-3.51798070988106e+001°)
5.63676586252887e+003	(-2.24595564715207e+001dB,-3.59459967120680e+001°)
5.76806300625317e+003	(-2.24986784447264e+001dB,-3.67265399625883e+001°)
5.90241845333273e+003	(-2.25394512334703e+001dB,-3.75215562136555e+001°)
6.03990344080399e+003	(-2.25819361023032e+001dB,-3.83311559177330e+001°)
6.18059086502713e+003	(-2.26261958791556e+001dB,-3.91554399361610e+001°)
6.32455532033671e+003	(-2.26722949350310e+001dB,-3.99944988411552e+001°)
6.47187313859252e+003	(-2.27202991575742e+001dB,-4.08484122018029e+001°)
6.62262242965177e+003	(-2.27702759181281e+001dB,-4.17172478560205e+001°)
6.77688312278400e+003	(-2.28222940318983e+001dB,-4.26010611707130e+001°)
6.93473700905058e+003	(-2.28764237108534e+001dB,-4.34998942926653e+001°)
7.09626778467146e+003	(-2.29327365090027e+001dB,-4.44137753929929e+001°)
7.26156109540197e+003	(-2.29913052597116e+001dB,-4.53427179082816e+001°)
7.43070458194339e+003	(-2.30522040047378e+001dB,-4.62867197818559e+001°)
7.60378792641117e+003	(-2.31155079146996e+001dB,-4.72457627089186e+001°)
7.78090289988555e+003	(-2.31812932007236e+001dB,-4.82198113896129e+001°)
7.96214341106988e+003	(-2.32496370170559e+001dB,-4.92088127943515e+001°)
8.14760555608219e+003	(-2.33206173544701e+001dB,-5.02126954460433e+001°)
8.33738766940664e+003	(-2.33943129243554e+001dB,-5.12313687241164e+001°)
8.53159037603179e+003	(-2.34708030334268e+001dB,-5.22647221954815e+001°)
8.73031664480325e+003	(-2.35501674490636e+001dB,-5.33126249778020e+001°)
8.93367184301919e+003	(-2.36324862553520e+001dB,-5.43749251406196e+001°)
9.14176379229743e+003	(-2.37178396999844e+001dB,-5.54514491500353e+001°)
9.35470282574389e+003	(-2.38063080322458e+001dB,-5.65420013627500e+001°)
9.57260184645269e+003	(-2.38979713324061e+001dB,-5.76463635753203e+001°)
9.79557638736884e+003	(-2.39929093329244e+001dB,-5.87642946344886e+001°)
1.00237446725454e+004	(-2.40912012319628e+001dB,-5.98955301143812e+001°)
1.02572276798272e+004	(-2.41929254998038e+001dB,-6.10397820662447e+001°)
1.04961492049954e+004	(-2.42981596788581e+001dB,-6.21967388461963e+001°)
1.07406359274050e+004	(-2.44069801780460e+001dB,-6.33660650261950e+001°)
1.09908174771524e+004	(-2.45194620624307e+001dB,-6.45474013931008e+001°)
1.12468265038069e+004	(-2.46356788390680e+001dB,-6.57403650402735e+001°)
1.15087987467430e+004	(-2.47557022401298e+001dB,-6.69445495556677e+001°)
1.17768731071117e+004	(-2.48796020044342e+001dB,-6.81595253098175e+001°)
1.20511917214871e+004	(-2.50074456585906e+001dB,-6.93848398464640e+001°)
1.23319000372295e+004	(-2.51392982990333e+001dB,-7.06200183778755e+001°)
1.26191468896038e+004	(-2.52752223762702e+001dB,-7.18645643861410e+001°)
1.29130845806930e+004	(-2.54152774827155e+001dB,-7.31179603308965e+001°)
1.32138689601518e+004	(-2.55595201455058e+001dB,-7.43796684630755e+001°)
1.35216595078395e+004	(-2.57080036257143e+001dB,-7.56491317433685e+001°)
1.38366194183786e+004	(-2.58607777253769e+001dB,-7.69257748631454e+001°)
1.41589156876826e+004	(-2.60178886037299e+001dB,-7.82090053646526e+001°)
1.44887192014997e+004	(-2.61793786040269e+001dB,-7.94982148563463e+001°)
1.48262048260182e+004	(-2.63452860922539e+001dB,-8.07927803182967e+001°)
1.51715515005835e+004	(-2.65156453089976e+001dB,-8.20920654916868e+001°)
1.55249423325737e+004	(-2.66904862356405e+001dB,-8.33954223455683e+001°)
1.58865646944855e+004	(-2.68698344759612e+001dB,-8.47021926132227e+001°)
1.62566103232818e+004	(-2.70537111541074e+001dB,-8.60117093897349e+001°)
1.66352754220533e+004	(-2.72421328297853e+001dB,-8.73232987817217e+001°)
1.70227607640474e+004	(-2.74351114313734e+001dB,-8.86362815995852e+001°)
1.74192717991215e+004	(-2.76326542075253e+001dB,-8.99499750821906e+001°)
1.78250187626748e+004	(-2.78347636976700e+001dB,-9.12636946435043e+001°)
1.82402167871180e+004	(-2.80414377216613e+001dB,-9.25767556304823e+001°)
1.86650860159397e+004	(-2.82526693886642e+001dB,-9.38884750813728e+001°)
1.90998517204286e+004	(-2.84684471252037e+001dB,-9.51981734735896e+001°)
1.95447444191160e+004	(-2.86887547221348e+001dB,-9.65051764504346e+001°)
1.99999999999998e+004	(-2.89135714001393e+001dB,-9.78088165161803e+001°)
2.04658598456149e+004	(-2.91428718931940e+001dB,-9.91084346893826e+001°)
2.09425709610178e+004	(-2.93766265493150e+001dB,-1.00403382104752e+002°)
2.14303861047519e+004	(-2.96148014477431e+001dB,-1.01693021554481e+002°)
2.19295639228635e+004	(-2.98573585316119e+001dB,-1.02976728960579e+002°)
2.24403690860391e+004	(-3.01042557550291e+001dB,-1.04253894770504e+002°)
2.29630724299375e+004	(-3.03554472434025e+001dB,-1.05523925269197e+002°)
2.34979510987904e+004	(-3.06108834657634e+001dB,-1.06786243801457e+002°)
2.40452886923480e+004	(-3.08705114177701e+001dB,-1.08040291899546e+002°)
2.46053754162474e+004	(-3.11342748140296e+001dB,-1.09285530311796e+002°)
2.51785082358831e+004	(-3.14021142883384e+001dB,-1.10521439928956e+002°)
2.57649910338625e+004	(-3.16739676004287e+001dB,-1.11747522605979e+002°)
2.63651347711279e+004	(-3.19497698478055e+001dB,-1.12963301877848e+002°)
2.69792576518328e+004	(-3.22294536812743e+001dB,-1.14168323568968e+002°)
2.76076852920574e+004	(-3.25129495227855e+001dB,-1.15362156296520e+002°)
2.82507508924548e+004	(-3.28001857842673e+001dB,-1.16544391868999e+002°)
2.89087954149183e+004	(-3.30910890861683e+001dB,-1.17714645581929e+002°)
2.95821677633639e+004	(-3.33855844744965e+001dB,-1.18872556413449e+002°)
3.02712249687239e+004	(-3.36835956352149e+001dB,-1.20017787123133e+002°)
3.09763323782493e+004	(-3.39850451049317e+001dB,-1.21150024257938e+002°)
3.16978638492220e+004	(-3.42898544769126e+001dB,-1.22268978069726e+002°)
3.24362019471783e+004	(-3.45979446015299e+001dB,-1.23374382349165e+002°)
3.31917381487509e+004	(-3.49092357803591e+001dB,-1.24465994181218e+002°)
3.39648730492346e+004	(-3.52236479532268e+001dB,-1.25543593627671e+002°)
3.47560165749872e+004	(-3.55411008776116e+001dB,-1.26606983342350e+002°)
3.55655882007781e+004	(-3.58615142998902e+001dB,-1.27655988124822e+002°)
3.63940171721993e+004	(-3.61848081180177e+001dB,-1.28690454418435e+002°)
3.72417427332570e+004	(-3.65109025353168e+001dB,-1.29710249758550e+002°)
3.81092143592646e+004	(-3.68397182051372e+001dB,-1.30715262176786e+002°)
3.89968919951605e+004	(-3.71711763662288e+001dB,-1.31705399566972e+002°)
3.99052462993772e+004	(-3.75051989687464e+001dB,-1.32680589018379e+002°)
4.08347588933902e+004	(-3.78417087908742e+001dB,-1.33640776121615e+002°)
4.17859226170804e+004	(-3.81806295461244e+001dB,-1.34585924252330e+002°)
4.27592417900442e+004	(-3.85218859814214e+001dB,-1.35516013837669e+002°)
4.37552324789906e+004	(-3.88654039661351e+001dB,-1.36431041610111e+002°)
4.47744227713664e+004	(-3.92111105722763e+001dB,-1.37331019853067e+002°)
4.58173530553550e+004	(-3.95589341461028e+001dB,-1.38215975642306e+002°)
4.68845763063980e+004	(-3.99088043714237e+001dB,-1.39085950086978e+002°)
4.79766583803894e+004	(-4.02606523249165e+001dB,-1.39940997573703e+002°)
4.90941783137001e+004	(-4.06144105237951e+001dB,-1.40781185016865e+002°)
5.02377286301911e+004	(-4.09700129661847e+001dB,-1.41606591117975e+002°)
5.14079156553768e+004	(-4.13273951645774e+001dB,-1.42417305636646e+002°)
5.26053598379071e+004	(-4.16864941727454e+001dB,-1.43213428675450e+002°)
5.38306960785378e+004	(-4.20472486065014e+001dB,-1.43995069980631e+002°)
5.50845740667628e+004	(-4.24095986586912e+001dB,-1.44762348260405e+002°)
5.63676586252885e+004	(-4.27734861088087e+001dB,-1.45515390522297e+002°)
5.76806300625316e+004	(-4.31388543276140e+001dB,-1.46254331430745e+002°)
5.90241845333271e+004	(-4.35056482771326e+001dB,-1.46979312685980e+002°)
6.00000000000000e+004	(-4.37676912303957e+001dB,-1.47487161567675e+002°)
